Name,Business Status,Address,Price Level,Rating,Total Ratings,Types,Latitude,Longitude
Family Dollar,OPERATIONAL,"66 East 103rd Street Ste 90, Chicago",1,3.5,115,"['supermarket', 'grocery_or_supermarket', 'clothing_store', 'food', 'point_of_interest', 'store', 'establishment']",41.7078424,-87.6206918
Family Dollar,OPERATIONAL,"66 East 103rd Street Ste 90, Chicago",1,3.5,115,"['clothing_store', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.7078424,-87.6206918
Torrance Food Mart,OPERATIONAL,"10600 South Torrence Avenue, Chicago",Price information not available,4,51,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.70264899999999,-87.5597805
Torrance Food Mart,OPERATIONAL,"10600 South Torrence Avenue, Chicago",Price information not available,4,51,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.70264899999999,-87.5597805
El Tapatio,OPERATIONAL,"10300 South Ewing Avenue, Chicago",Price information not available,4.4,166,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.7081296,-87.53544749999999
ALDI,OPERATIONAL,"10532 South Indianapolis Avenue, Chicago",1,4.4,899,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.7034698,-87.5257601
La Cienega Super Food Inc,OPERATIONAL,"10736 South Ewing Avenue, Chicago",Price information not available,4.2,745,"['grocery_or_supermarket', 'supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.6998016,-87.535467
El Tapatio,OPERATIONAL,"10300 South Ewing Avenue, Chicago",Price information not available,4.4,166,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.7081296,-87.53544749999999
Lily's Supermarket,OPERATIONAL,"9863 South Ewing Avenue, Chicago",Price information not available,4.5,276,"['grocery_or_supermarket', 'supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.7159783,-87.5350187
Fairplay Foods,OPERATIONAL,"8631 West 95th Street, Hickory Hills",Price information not available,4.3,992,"['grocery_or_supermarket', 'bakery', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.7171941,-87.8341524
Fairplay Foods,OPERATIONAL,"8631 West 95th Street, Hickory Hills",Price information not available,4.3,992,"['grocery_or_supermarket', 'supermarket', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",41.7171941,-87.8341524
Jewel-Osco,OPERATIONAL,"9528 South Roberts Road, Hickory Hills",2,4.3,1228,"['grocery_or_supermarket', 'florist', 'supermarket', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",41.71744249999999,-87.8204255
Jewel-Osco,OPERATIONAL,"9528 South Roberts Road, Hickory Hills",2,4.3,1228,"['grocery_or_supermarket', 'florist', 'bakery', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.71744249999999,-87.8204255
bp,OPERATIONAL,"6600 West 95th Street, Oak Lawn",Price information not available,3,26,"['gas_station', 'car_wash', 'supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.71982,-87.78519999999999
ALDI,OPERATIONAL,"9640 Ridgeland Avenue, Chicago Ridge",1,4.3,524,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.71624,-87.782403
bp,OPERATIONAL,"6600 West 95th Street, Oak Lawn",Price information not available,3,26,"['gas_station', 'car_wash', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.71982,-87.78519999999999
Thamar Supermarketاحسن تعامل,OPERATIONAL,"9920 Southwest Highway, Oak Lawn",Price information not available,4.9,44,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.7117025,-87.77788369999999
ALDI,OPERATIONAL,"9640 Ridgeland Avenue, Chicago Ridge",1,4.3,524,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.71624,-87.782403
Thamar Supermarketاحسن تعامل,OPERATIONAL,"9920 Southwest Highway, Oak Lawn",Price information not available,4.9,44,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.7117025,-87.77788369999999
Pete's Fresh Market #8 - Evergreen Park,OPERATIONAL,"3720 95th Street, Evergreen Park",2,4.4,4989,"['supermarket', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",41.7210326,-87.7146818
Jewel-Osco,OPERATIONAL,"9424 South Pulaski Road, Oak Lawn",2,4.2,2182,"['grocery_or_supermarket', 'bakery', 'supermarket', 'florist', 'store', 'food', 'point_of_interest', 'establishment']",41.7211296,-87.7221072
Amazon Fresh,OPERATIONAL,"4031 95th Street, Oak Lawn",Price information not available,4.2,1355,"['grocery_or_supermarket', 'bakery', 'supermarket', 'liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",41.7193881,-87.723008
Target Grocery,OPERATIONAL,"4120 West 95th Street, Oak Lawn",Price information not available,4.3,31,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.721167,-87.7256314
Pete's Fresh Market #8 - Evergreen Park,OPERATIONAL,"3720 95th Street, Evergreen Park",2,4.4,4989,"['supermarket', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",41.7210326,-87.7146818
Jewel-Osco,OPERATIONAL,"9424 South Pulaski Road, Oak Lawn",2,4.2,2182,"['grocery_or_supermarket', 'florist', 'supermarket', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",41.7211296,-87.7221072
bp,OPERATIONAL,"9802 South Kedzie Avenue, Evergreen Park",Price information not available,4.9,11,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'car_wash', 'food', 'point_of_interest', 'store', 'establishment']",41.7150309,-87.7020149
Amazon Fresh,OPERATIONAL,"4031 95th Street, Oak Lawn",Price information not available,4.2,1355,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",41.7193881,-87.723008
bp,OPERATIONAL,"9802 South Kedzie Avenue, Evergreen Park",Price information not available,4.9,11,"['gas_station', 'car_wash', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.7150309,-87.7020149
ALDI,OPERATIONAL,"2541 West 95th Street, Evergreen Park",1,4.4,1102,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.71973089999999,-87.68663459999999
bp,OPERATIONAL,"2620 West 95th Street, Evergreen Park",Price information not available,3,49,"['gas_station', 'car_wash', 'supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.7211813,-87.6877524
Meijer,OPERATIONAL,"9200 South Western Avenue, Evergreen Park",2,4.3,3413,"['supermarket', 'department_store', 'grocery_or_supermarket', 'electronics_store', 'point_of_interest', 'food', 'store', 'establishment']",41.72475189999999,-87.68505019999999
Whole Foods Market,OPERATIONAL,"9600 South Western Avenue, Evergreen Park",Price information not available,4.4,1125,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.7177779,-87.6845802
ALDI,OPERATIONAL,"2541 West 95th Street, Evergreen Park",1,4.4,1102,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.71973089999999,-87.68663459999999
Whole Foods Market,OPERATIONAL,"9600 South Western Avenue, Evergreen Park",Price information not available,4.4,1125,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.7177779,-87.6845802
Jewel-Osco,OPERATIONAL,"9400 South Ashland Avenue, Chicago",2,4.1,2103,"['grocery_or_supermarket', 'supermarket', 'florist', 'bakery', 'point_of_interest', 'food', 'store', 'establishment']",41.7229691,-87.6633909
bp,OPERATIONAL,"9900 South Halsted Street, Chicago",Price information not available,3.8,23,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.7138826,-87.6433352
bp,OPERATIONAL,"9900 South Halsted Street, Chicago",Price information not available,3.8,23,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.7138826,-87.6433352
bp,OPERATIONAL,"400 East 95th Street, Chicago",Price information not available,2.5,10,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.722166,-87.6138174
Jewel-Osco,OPERATIONAL,"1655 East 95th Street, Chicago",2,4.2,2507,"['grocery_or_supermarket', 'bakery', 'supermarket', 'florist', 'store', 'food', 'point_of_interest', 'establishment']",41.7205224,-87.58271189999999
Jewel-Osco,OPERATIONAL,"1655 East 95th Street, Chicago",2,4.2,2507,"['grocery_or_supermarket', 'florist', 'supermarket', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",41.7205224,-87.58271189999999
Save Big Food Mart,OPERATIONAL,"1920 East 95th Street, Chicago",Price information not available,4.3,6,"['convenience_store', 'supermarket', 'grocery_or_supermarket', 'finance', 'food', 'point_of_interest', 'store', 'establishment']",41.722954,-87.576782
ALDI,OPERATIONAL,"2333 East 95th Street, Chicago",1,4.3,1181,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.7222008,-87.5667186
Lily's Supermarket,OPERATIONAL,"9863 South Ewing Avenue, Chicago",Price information not available,4.5,276,"['grocery_or_supermarket', 'supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.7159783,-87.5350187
Lily's Supermarket,OPERATIONAL,"9863 South Ewing Avenue, Chicago",Price information not available,4.5,276,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.7159783,-87.5350187
El Tapatio,OPERATIONAL,"10300 South Ewing Avenue, Chicago",Price information not available,4.4,166,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.7081296,-87.53544749999999
Fairplay Foods,OPERATIONAL,"8631 West 95th Street, Hickory Hills",Price information not available,4.3,992,"['grocery_or_supermarket', 'supermarket', 'bakery', 'point_of_interest', 'food', 'store', 'establishment']",41.7171941,-87.8341524
Jewel-Osco,OPERATIONAL,"9528 South Roberts Road, Hickory Hills",2,4.3,1228,"['grocery_or_supermarket', 'florist', 'bakery', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.71744249999999,-87.8204255
Al-Amal Supermarket & Bakery,OPERATIONAL,"7289 West 87th Street, Bridgeview",Price information not available,4,110,"['supermarket', 'bakery', 'grocery_or_supermarket', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.732771,-87.8021041
Aden Supermarket,OPERATIONAL,"9060 South Harlem Avenue, Bridgeview",Price information not available,4.3,118,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.7266809,-87.7992957
Shop & Save Market,OPERATIONAL,"8847 South Harlem Avenue, Bridgeview",Price information not available,4,1004,"['grocery_or_supermarket', 'bakery', 'supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",41.7303031,-87.797505
Al-Amal Supermarket & Bakery,OPERATIONAL,"7289 West 87th Street, Bridgeview",Price information not available,4,110,"['supermarket', 'bakery', 'grocery_or_supermarket', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.732771,-87.8021041
Aden Supermarket,OPERATIONAL,"9060 South Harlem Avenue, Bridgeview",Price information not available,4.3,118,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.7266809,-87.7992957
Jewel-Osco,OPERATIONAL,"8801 South Ridgeland Avenue, Oak Lawn",2,4.2,1674,"['grocery_or_supermarket', 'supermarket', 'florist', 'bakery', 'point_of_interest', 'food', 'store', 'establishment']",41.7316906,-87.7788652
bp,OPERATIONAL,"6600 West 95th Street, Oak Lawn",Price information not available,3,26,"['gas_station', 'car_wash', 'supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.71982,-87.78519999999999
Joe & Frank's,OPERATIONAL,"8720 Ridgeland Avenue, Oak Lawn",1,4.7,644,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.7331222,-87.7807
SIRA MARKET صيره ماركت,OPERATIONAL,"6419 West 87th Street, Oak Lawn",Price information not available,5,8,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.7334066,-87.78155369999999
Jewel-Osco,OPERATIONAL,"8801 South Ridgeland Avenue, Oak Lawn",2,4.2,1674,"['grocery_or_supermarket', 'bakery', 'supermarket', 'florist', 'store', 'food', 'point_of_interest', 'establishment']",41.7316906,-87.7788652
Target Grocery,OPERATIONAL,"4120 West 95th Street, Oak Lawn",Price information not available,4.3,31,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.721167,-87.7256314
Pete's Fresh Market #8 - Evergreen Park,OPERATIONAL,"3720 95th Street, Evergreen Park",2,4.4,4989,"['supermarket', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",41.7210326,-87.7146818
Jewel-Osco,OPERATIONAL,"9424 South Pulaski Road, Oak Lawn",2,4.2,2182,"['grocery_or_supermarket', 'bakery', 'supermarket', 'florist', 'store', 'food', 'point_of_interest', 'establishment']",41.7211296,-87.7221072
Target Grocery,OPERATIONAL,"4120 West 95th Street, Oak Lawn",Price information not available,4.3,31,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.721167,-87.7256314
Amazon Fresh,OPERATIONAL,"4031 95th Street, Oak Lawn",Price information not available,4.2,1355,"['grocery_or_supermarket', 'bakery', 'supermarket', 'liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",41.7193881,-87.723008
Pete's Fresh Market #8 - Evergreen Park,OPERATIONAL,"3720 95th Street, Evergreen Park",2,4.4,4989,"['supermarket', 'grocery_or_supermarket', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",41.7210326,-87.7146818
Jewel-Osco,OPERATIONAL,"9424 South Pulaski Road, Oak Lawn",2,4.2,2182,"['grocery_or_supermarket', 'supermarket', 'florist', 'bakery', 'point_of_interest', 'food', 'store', 'establishment']",41.7211296,-87.7221072
ALDI,OPERATIONAL,"2541 West 95th Street, Evergreen Park",1,4.4,1102,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.71973089999999,-87.68663459999999
bp,OPERATIONAL,"2620 West 95th Street, Evergreen Park",Price information not available,3,49,"['gas_station', 'car_wash', 'supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.7211813,-87.6877524
Meijer,OPERATIONAL,"9200 South Western Avenue, Evergreen Park",2,4.3,3413,"['supermarket', 'department_store', 'grocery_or_supermarket', 'electronics_store', 'point_of_interest', 'food', 'store', 'establishment']",41.72475189999999,-87.68505019999999
Whole Foods Market,OPERATIONAL,"9600 South Western Avenue, Evergreen Park",Price information not available,4.4,1125,"['grocery_or_supermarket', 'liquor_store', 'supermarket', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.7177779,-87.6845802
Meijer,OPERATIONAL,"9200 South Western Avenue, Evergreen Park",2,4.3,3413,"['supermarket', 'department_store', 'grocery_or_supermarket', 'electronics_store', 'point_of_interest', 'food', 'store', 'establishment']",41.72475189999999,-87.68505019999999
Jewel-Osco,OPERATIONAL,"9400 South Ashland Avenue, Chicago",2,4.1,2103,"['grocery_or_supermarket', 'florist', 'bakery', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.7229691,-87.6633909
Jewel-Osco,OPERATIONAL,"9400 South Ashland Avenue, Chicago",2,4.1,2103,"['grocery_or_supermarket', 'florist', 'bakery', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.7229691,-87.6633909
bp,OPERATIONAL,"400 East 95th Street, Chicago",Price information not available,2.5,10,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.722166,-87.6138174
bp,OPERATIONAL,"400 East 95th Street, Chicago",Price information not available,2.5,10,"['gas_station', 'supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.722166,-87.6138174
Jewel-Osco,OPERATIONAL,"1655 East 95th Street, Chicago",2,4.2,2507,"['grocery_or_supermarket', 'supermarket', 'florist', 'bakery', 'point_of_interest', 'food', 'store', 'establishment']",41.7205224,-87.58271189999999
Jewel-Osco,OPERATIONAL,"1655 East 95th Street, Chicago",2,4.2,2507,"['grocery_or_supermarket', 'bakery', 'supermarket', 'florist', 'store', 'food', 'point_of_interest', 'establishment']",41.7205224,-87.58271189999999
Save Big Food Mart,OPERATIONAL,"1920 East 95th Street, Chicago",Price information not available,4.3,6,"['convenience_store', 'supermarket', 'grocery_or_supermarket', 'finance', 'store', 'food', 'point_of_interest', 'establishment']",41.722954,-87.576782
ALDI,OPERATIONAL,"2333 East 95th Street, Chicago",1,4.3,1181,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.7222008,-87.5667186
Save Big Food Mart,OPERATIONAL,"1920 East 95th Street, Chicago",Price information not available,4.3,6,"['convenience_store', 'supermarket', 'grocery_or_supermarket', 'finance', 'point_of_interest', 'food', 'store', 'establishment']",41.722954,-87.576782
ALDI,OPERATIONAL,"2333 East 95th Street, Chicago",1,4.3,1181,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.7222008,-87.5667186
